93,Tani,10000,1,0
94,Damaris,10000,3,1
95,Margarette,10000,2,0
96,Almeta,10000,3,0
97,Annora,10000,5,0
98,Kimberley,10000,2,1
99,Jacquetta,10000,4,0
100,Ileana,10000,4,0
101,Sonni,10000,1,1
102,Ruthe,10000,2,0
103,Nerta,10000,4,0
104,Lyssa,10000,1,0
105,Pearline,10000,4,1
106,Kirstin,10000,4,0
107,Veda,10000,5,1
108,Millie,10000,3,0
109,Emma,10000,5,1
110,Eve,10000,5,1
111,Meriel,10000,5,1
112,Konstance,10000,1,0
113,Flo,10000,3,1
114,Theodora,10000,5,0
115,Selma,10000,2,0
116,Marline,10000,4,1
117,Anallese,10000,1,0
118,Heida,10000,1,0
119,Margarette,10000,4,0
120,Wilma,10000,1,0
121,Micheline,10000,1,1
122,Josephine,10000,1,1
123,Vinita,10000,4,0
124,Blake,10000,2,1
125,Hope,10000,2,1
126,Larine,10000,5,1
127,Bertine,10000,1,1
128,Gianina,10000,2,1
129,Ginnie,10000,1,0
130,Modestia,10000,4,1
131,Tersina,10000,4,0
132,Farrah,10000,5,0
133,Caritta,10000,4,1
134,Ingrid,10000,2,0
135,Kore,10000,4,1
136,Cam,10000,1,0
137,Celene,10000,2,1
138,Deirdre,10000,1,0
139,Maud,10000,1,1
140,Nita,10000,1,1
141,Nanete,10000,2,0
142,Cecile,10000,1,1
143,Debee,10000,3,0
144,Ashlee,10000,2,0
145,Charmaine,10000,5,0
146,Dari,10000,1,0
147,Constance,10000,1,0
148,Maye,10000,2,0
149,Kellen,10000,4,1
150,Codie,10000,2,0
151,Teddie,10000,2,1
152,Betta,10000,5,1
153,Roz,10000,3,1
154,Adele,10000,3,0
155,Keelia,10000,1,0
156,Lisette,10000,1,0
157,Janey,10000,5,1
158,Fayre,10000,2,1
159,Linet,10000,1,0
160,Elie,10000,4,1
161,Rosaline,10000,4,1
162,Corina,10000,1,1
163,Georgetta,10000,2,1
164,Julieta,10000,1,0
165,Evaleen,10000,5,1
166,Vivia,10000,2,0
167,Ardeen,10000,5,1
168,Belva,10000,2,1
169,Feliza,10000,3,1
170,Audrie,10000,4,0
171,Yetty,10000,1,1
172,Ekaterina,10000,3,0
173,Joceline,10000,2,1
174,Phedra,10000,5,1
175,Josephine,10000,1,1
176,Olivette,10000,4,0
177,Queenie,10000,5,1
178,Goldie,10000,2,1
179,Sadie,10000,2,1
180,Yetty,10000,3,1
181,Sashenka,10000,5,1
182,Emelina,10000,3,0
183,Mireielle,10000,1,0
184,Kelly,10000,5,1
185,Benita,10000,4,1
186,Nariko,10000,3,0
187,Raf,10000,5,1
188,Carmela,10000,1,1
189,Evaleen,10000,2,0
190,Robinia,10000,2,1
191,Grier,10000,3,0
192,Jany,10000,4,0
193,Tarra,10000,5,0
194,Bernie,10000,5,1
195,Christal,10000,2,0
196,Mariann,10000,1,1
197,Stevana,10000,5,0
198,Selma,10000,5,0
199,Marylou,10000,2,0
200,Myriam,10000,3,1
201,Ilse,10000,4,1
202,Oralee,10000,1,1
203,Gisela,10000,5,0
204,Alyda,10000,2,0
205,Roxane,10000,3,0
206,Yvonne,10000,4,0
207,Frieda,10000,1,0
208,Tarra,10000,5,0
209,Rozele,10000,2,1
210,Rhoda,10000,3,0
211,Ingrid,10000,5,0
212,Silvana,10000,4,0
213,Rhea,10000,4,0
214,Chrystel,10000,1,1
215,Genovera,10000,5,0
216,Lauryn,10000,1,0
217,Mellicent,10000,5,1
218,Jaime,10000,4,1
219,Brana,10000,4,0
220,Peri,10000,2,1
221,Nyssa,10000,1,0
222,Dawn,10000,2,1
223,Hallie,10000,1,1
224,Selia,10000,3,1
225,Emelina,10000,1,0
226,Nonnah,10000,2,1
227,Inga,10000,4,0
228,Karena,10000,2,1
229,Deedee,10000,3,1
230,Annice,10000,3,1
231,Lulita,10000,3,1
232,Nananne,10000,2,1
233,Drucie,10000,5,1
234,Tobe,10000,4,0
235,Agnese,10000,5,1
236,Teddie,10000,4,1
237,Emelina,10000,2,1
238,Silvana,10000,2,1
239,Sallie,10000,3,0
240,Brandise,10000,3,1
241,Lorne,10000,2,1
242,Gui,10000,5,0
243,Winny,10000,3,0
244,Carol-Jean,10000,1,0
245,Jacenta,10000,3,1
246,Heddie,10000,4,1
247,Gusty,10000,2,0
248,Ivett,10000,2,0
249,Antonietta,10000,1,0
250,Tamqrah,10000,2,0
251,Agathe,10000,1,0
252,Alie,10000,2,0
253,Nikki,10000,5,1
254,Cam,10000,4,0
255,Taffy,10000,3,0
256,Anica,10000,1,1
257,Hallie,10000,3,1
258,Marguerite,10000,3,1
259,Sashenka,10000,1,1
260,Lorenza,10000,2,0
261,Gusty,10000,2,1
262,Almeta,10000,1,0
263,Zia,10000,1,1
264,Therine,10000,2,1
265,Quintina,10000,3,0
266,Kristan,10000,1,1
267,Odessa,10000,3,0
268,Adelle,10000,1,0
269,Gretal,10000,3,0
270,Florie,10000,4,0
271,Madelle,10000,3,0
272,Roz,10000,4,0
273,Babita,10000,5,1
274,Bibby,10000,2,0
275,Evaleen,10000,5,0
276,Tami,10000,2,0
277,Elmira,10000,3,1
278,Clary,10000,3,1
279,Cyb,10000,2,0
280,Micheline,10000,5,1
281,Iseabal,10000,4,1
282,Wilma,10000,3,0
283,Mireielle,10000,3,1
284,Cordi,10000,5,0
285,Evaleen,10000,4,1
286,Max,10000,3,1
287,Emilia,10000,3,0
288,Chloris,10000,3,1
289,Natka,10000,5,1
290,Madelle,10000,5,1
291,Beth,10000,4,1
292,Vita,10000,4,1
293,Lyssa,10000,3,1
294,Fanny,10000,5,1
295,Collen,10000,3,0
296,Elbertina,10000,2,0
297,Nessie,10000,2,1
298,Norine,10000,3,0
299,Gusty,10000,3,1
300,Louella,10000,2,0
301,Claresta,10000,4,0
302,Janey,10000,5,1
303,Marline,10000,1,1
304,Averyl,10000,4,0
305,Morganica,10000,3,0
306,Gwenneth,10000,4,0
307,Albertina,10000,4,1
308,Sophia,10000,4,1
309,Chickie,10000,3,0
310,Sam,10000,4,1
311,Olivette,10000,4,0
312,Judy,10000,5,0
313,Gui,10000,2,0
314,Gloria,10000,3,1
315,Cathyleen,10000,5,1
316,Susan,10000,2,0
317,Shell,10000,2,0
318,Lucy,10000,5,0
319,Carilyn,10000,3,1
320,Sam,10000,4,1
321,Deirdre,10000,5,1
322,Randa,10000,3,1
323,Kirstin,10000,5,0
324,Jobi,10000,4,0
325,Donnie,10000,3,0
326,Nanete,10000,5,0
327,Margarette,10000,2,0
328,Talya,10000,5,0
329,Fawne,10000,4,1
330,Norine,10000,3,1
331,Atlanta,10000,5,0
332,Kaia,10000,4,1
333,Sybille,10000,3,0
334,Perry,10000,5,1
335,Ethel,10000,4,0
336,Celisse,10000,4,1
337,Annecorinne,10000,3,0
338,Nikki,10000,4,1
339,Rosene,10000,5,1
340,Genevra,10000,2,0
341,Aurelie,10000,3,0
342,Cecile,10000,2,1
343,Babita,10000,5,1
344,Vita,10000,3,0
345,Caryl,10000,1,1
346,Drucie,10000,1,0
347,Inga,10000,1,0
348,Phylis,10000,4,1
349,Annaliese,10000,1,1
350,Alejandra,10000,1,1
351,Lacie,10000,2,1
352,Orelia,10000,5,0
353,Xylina,10000,3,0
354,Marguerite,10000,3,0
355,Peri,10000,2,1
356,Gwenneth,10000,3,0
357,Hannis,10000,5,1
358,Regina,10000,4,1
359,Aili,10000,3,0
360,Meghann,10000,3,0
361,Dennie,10000,2,0
362,Ardenia,10000,1,1
363,Concettina,10000,1,0
364,Alejandra,10000,4,1
365,Antonietta,10000,2,1
366,Caressa,10000,1,1
367,Joeann,10000,1,0
368,Elise,10000,4,0
369,Fredericka,10000,2,0
370,Zia,10000,1,1
371,Rani,10000,2,0
372,Myriam,10000,5,0
373,Chickie,10000,4,0
374,Ileana,10000,2,1
375,Sadie,10000,2,1
376,Tilly,10000,4,0
377,Siana,10000,4,0
378,Lyssa,10000,3,1
379,Edee,10000,2,0
380,Annora,10000,1,0
381,Angelique,10000,1,1
382,Maud,10000,4,0
383,Marcy,10000,5,0
384,Ginnie,10000,2,1
385,Dorothy,10000,3,0
386,Abbie,10000,5,1
387,Catrina,10000,4,1
388,Averyl,10000,3,0
389,Gui,10000,3,1
390,Rosene,10000,1,0
391,Carmela,10000,1,1
392,Cecile,10000,1,1
393,Ivett,10000,2,1
394,Heddie,10000,1,0
395,Estell,10000,4,1
396,Kittie,10000,2,0
397,Cordi,10000,1,0
398,Mathilda,10000,2,0
399,Eadie,10000,3,1
400,Lexine,10000,4,0
401,Daphne,10000,4,1
402,Leeanne,10000,5,0
403,Beverley,10000,3,1
404,Allis,10000,2,1
405,Joleen,10000,5,0
406,Justinn,10000,2,1
407,Jean,10000,2,0
408,Hannis,10000,3,0
409,Pamella,10000,4,1
410,Evita,10000,2,1
411,Loree,10000,2,1
412,Fayre,10000,2,1
413,Micheline,10000,2,0
414,Madeleine,10000,5,1
415,Amii,10000,3,1
416,Ileana,10000,5,0
417,Rhoda,10000,4,0
418,Caressa,10000,5,1
419,Leanna,10000,4,0
420,Elfreda,10000,2,0
421,Roz,10000,4,1
422,Yolane,10000,2,1
423,Mady,10000,4,1
424,Kristan,10000,4,0
425,Mireielle,10000,5,0
426,Helsa,10000,2,0
427,Dagmar,10000,4,0
428,Alejandra,10000,3,0
429,Kassey,10000,1,0
430,Shauna,10000,5,0
431,Ada,10000,4,1
432,Tori,10000,5,0
433,Amelia,10000,5,0
434,Mildrid,10000,2,1
435,Nonnah,10000,2,1
436,Iseabal,10000,2,0
437,Dulce,10000,1,1
438,Ezmeralda,10000,3,1
439,Lesly,10000,5,0
440,Janey,10000,5,0
441,Dulcinea,10000,4,1
442,Nikki,10000,2,0
443,Nonnah,10000,5,1
444,Alejandra,10000,3,0
445,Rori,10000,4,1
446,Olivette,10000,1,1
447,Nollie,10000,5,0
448,Cassondra,10000,1,1
449,Merci,10000,4,0
450,Tori,10000,2,1
451,Brietta,10000,2,1
452,Kellen,10000,1,1
453,Wilma,10000,3,0
454,Zsa Zsa,10000,3,1
455,Mellicent,10000,4,1
456,Leeanne,10000,3,1
457,Clo,10000,2,1
458,Laurene,10000,2,0
459,Kamilah,10000,1,1
460,Amii,10000,5,0
461,Beatriz,10000,5,1
462,Dulce,10000,2,1
463,Blinni,10000,2,1
464,Jean,10000,1,0
465,Mallory,10000,5,0
466,Felice,10000,2,0
467,Ericka,10000,3,1
468,Alyssa,10000,4,1
469,Melanie,10000,1,0
470,Maryellen,10000,4,0
471,Ellette,10000,2,0
472,Barbara,10000,1,1
473,Jaime,10000,2,0
474,Aurelie,10000,4,0
475,Latisha,10000,3,0
476,Molli,10000,1,0
477,Sean,10000,2,1
478,Aaren,10000,1,1
479,Oona,10000,3,1
480,Kittie,10000,4,0
481,Margarette,10000,4,1
482,Bernie,10000,3,1
483,Tressa,10000,4,1
484,Cathie,10000,2,0
485,Krystle,10000,5,1
486,Kary,10000,5,0
487,Eve,10000,3,1
488,Carly,10000,4,0
489,Brynna,10000,1,0
490,Kellen,10000,2,0
491,Alleen,10000,1,0
492,Vonny,10000,1,1
493,Leontine,10000,4,1
494,Renie,10000,3,1
495,Gusty,10000,3,0
496,Elsie,10000,4,0
497,Melina,10000,1,0
498,Jany,10000,4,0
499,Karolina,10000,3,1
500,Ada,10000,4,0
501,Iseabal,10000,4,0
502,Andeee,10000,5,1
503,Lacie,10000,3,0
504,Fredericka,10000,5,0
505,Agnese,10000,1,0
506,Emilia,10000,1,0
507,Anthia,10000,3,1
508,Norine,10000,1,1
509,Randa,10000,2,1
510,Averyl,10000,3,0
511,Meriel,10000,3,1
512,Ada,10000,3,0
513,Sheree,10000,1,1
514,Shell,10000,2,1
515,Ninnetta,10000,1,1
516,Jennica,10000,3,0
517,Rhoda,10000,4,1
518,Carree,10000,4,0
519,Iseabal,10000,2,1
520,Frances,10000,2,0
521,Eadie,10000,5,0
522,Gisela,10000,2,1
523,Kassey,10000,1,0
524,Kirbee,10000,4,0
525,Candy,10000,5,1
526,Flo,10000,2,0
527,Hallie,10000,2,1
528,Berget,10000,2,0
529,Ronna,10000,2,1
530,Carlie,10000,4,0
531,Augustine,10000,5,1
532,Calla,10000,5,1
533,Isa,10000,2,1
534,Marsiella,10000,4,0
535,Lonnie,10000,1,1
536,Robbi,10000,1,0
537,Gusty,10000,2,0
538,Gretal,10000,4,0
539,Tatiania,10000,5,0
540,Louella,10000,5,0
541,Meg,10000,2,0
542,Vita,10000,3,1
543,Gwenneth,10000,5,0
544,Mireielle,10000,5,0
545,Edyth,10000,3,0
546,Lesly,10000,4,1
547,Tori,10000,2,0
548,Maurene,10000,3,0
549,Ellette,10000,4,0
550,Selma,10000,2,0
551,Gisela,10000,1,0
552,Codie,10000,5,1
553,Stacey,10000,3,0
554,Ivett,10000,3,1
555,Bee,10000,5,0
556,Riannon,10000,5,1
557,Damaris,10000,4,1
558,Minda,10000,4,0
559,Gabi,10000,3,1
560,Di,10000,5,0
561,Stacey,10000,1,1
562,Gisela,10000,1,0
563,Aigneis,10000,2,1
564,Talya,10000,4,0
565,Sharai,10000,2,0
566,Hannis,10000,3,1
567,Sam,10000,3,0
568,Philis,10000,1,1
569,Madalyn,10000,3,1
570,Ana,10000,3,1
571,Roslyn,10000,3,0
572,Keelia,10000,3,0
573,Flo,10000,1,0
574,Maurene,10000,5,1
575,Krystle,10000,2,1
576,Sadie,10000,2,1
577,Augustine,10000,3,0
578,Gloria,10000,2,0
579,Odessa,10000,4,0
580,Jinny,10000,2,1
581,Fanchon,10000,5,1
582,Tabbatha,10000,4,0
583,Teriann,10000,4,0
584,Cassandra,10000,2,0
585,Christal,10000,5,1
586,Andree,10000,1,1
587,Hallie,10000,1,1
588,Dione,10000,2,1
589,Neila,10000,3,0
590,Dolli,10000,2,1
591,Basia,10000,2,0
592,Olivette,10000,3,0
593,Tersina,10000,5,1
594,Jemie,10000,4,1
595,Tilly,10000,3,0
596,Gusty,10000,4,0
597,Elfreda,10000,4,0
598,Darlleen,10000,2,1
599,Deloria,10000,1,0
600,Jacquetta,10000,3,1
601,Ricky,10000,3,0
602,Elie,10000,1,0
603,Chandra,10000,1,1
604,Lita,10000,3,1
605,Oralee,10000,5,0
606,Stacey,10000,3,1
607,Aeriela,10000,4,1
608,Annora,10000,5,1
609,Adele,10000,2,0
610,Roseline,10000,4,1
611,Adriana,10000,3,1
612,Deedee,10000,5,0
613,Codie,10000,2,1
614,Barbi,10000,5,0
615,Adore,10000,5,1
616,Tressa,10000,2,1
617,Lorie,10000,1,1
618,Riannon,10000,1,1
619,June,10000,4,1
620,Bobbi,10000,5,0
621,Correy,10000,1,1
622,Violet,10000,2,0
623,Tamqrah,10000,3,1
624,Trudie,10000,2,0
625,Oralee,10000,5,0
626,Priscilla,10000,3,0
627,Kial,10000,5,0
628,Mariann,10000,2,0
629,Emilia,10000,4,1
630,Elise,10000,3,0
631,Philis,10000,5,0
632,Dione,10000,5,0
633,Glenda,10000,4,1
634,Flory,10000,5,0
635,Alisha,10000,3,1
636,Roberta,10000,1,0
637,Lexine,10000,1,0
638,Gwyneth,10000,3,0
639,Ariela,10000,2,1
640,Phylis,10000,2,1
641,Arlina,10000,1,1
642,Jolyn,10000,4,1
643,Annora,10000,5,1
644,Regina,10000,5,1
645,Petronia,10000,3,0
646,Karolina,10000,1,0
647,Danny,10000,5,1
648,Konstance,10000,1,0
649,Janis,10000,1,0
650,Lita,10000,3,0
651,Suzette,10000,5,1
652,Brooks,10000,3,1
653,Fina,10000,1,1
654,Trudie,10000,1,1
655,Sissy,10000,1,0
656,Alameda,10000,5,0
657,Zsa Zsa,10000,2,0
658,Pearline,10000,2,1
659,Marsiella,10000,5,1
660,Moyna,10000,2,0
661,Jany,10000,5,1
662,Barbi,10000,4,0
663,Alejandra,10000,1,0
664,Diena,10000,5,0
665,Ruthe,10000,1,0
666,Giustina,10000,2,0
667,Aigneis,10000,3,1
668,Allis,10000,3,1
669,Raf,10000,3,1
670,Gerianna,10000,3,1
671,Elyssa,10000,3,0
672,Feliza,10000,3,0
673,Joleen,10000,2,0
674,Jemie,10000,2,1
675,Delilah,10000,4,0
676,Jinny,10000,4,0
677,Diena,10000,5,1
678,Shell,10000,2,1
679,Aigneis,10000,4,1
680,Johna,10000,5,1
681,Lilith,10000,3,0
682,Hope,10000,3,1
683,Ernesta,10000,3,1
684,Raf,10000,4,0
685,Berget,10000,5,1
686,Doralynne,10000,3,1
687,Marguerite,10000,3,1
688,Rhea,10000,4,0
689,Charissa,10000,5,1
690,Meriel,10000,2,0
691,Blondelle,10000,5,0
692,Damaris,10000,1,1
693,Celisse,10000,3,0
694,Janey,10000,4,0
695,Misha,10000,5,0
696,Donnie,10000,5,1
697,Gianina,10000,5,1
698,Myriam,10000,1,0
699,Hildegaard,10000,3,1
700,Emelina,10000,5,0
701,Isa,10000,5,0
702,Sheree,10000,2,1
703,Jacenta,10000,4,1
704,Dagmar,10000,5,1
705,Elka,10000,4,1
706,Keelia,10000,4,0
707,Trudie,10000,5,1
708,Gusella,10000,3,1
709,Fayre,10000,1,1
710,Eolanda,10000,1,0
711,Maryellen,10000,2,1
712,Carmela,10000,4,0
713,Thalia,10000,3,0
714,Lyssa,10000,2,1
715,Agathe,10000,1,1
716,Sam,10000,4,1
717,Sharlene,10000,3,1
718,Adelle,10000,5,1
719,Elena,10000,4,0
720,Lelah,10000,1,0
721,Reeba,10000,4,0
722,Mahalia,10000,2,1
723,Hope,10000,4,0
724,Leanna,10000,5,1
725,Mariele,10000,5,0
726,Binny,10000,4,0
727,Rani,10000,2,1
728,Alia,10000,1,0
729,Rosaline,10000,4,0
730,Sean,10000,3,1
731,Nadine,10000,5,1
732,Hallie,10000,5,0
733,Melina,10000,1,0
734,Estell,10000,5,0
735,Charmaine,10000,1,0
736,Karly,10000,4,1
737,Tiffie,10000,2,1
738,Florencia,10000,1,0
739,Rani,10000,2,1
740,Kimberley,10000,4,1
741,Dulce,10000,2,0
742,Quintina,10000,1,1
743,Eolanda,10000,5,0
744,Carmencita,10000,2,0
745,Glynnis,10000,1,0
746,Cacilie,10000,4,0
747,Cyb,10000,2,1
748,Nelle,10000,2,0
749,Frieda,10000,4,1
750,Marleah,10000,3,0
751,Cathyleen,10000,2,1
752,Grier,10000,1,0
753,Shandie,10000,4,0
754,Willetta,10000,5,0
755,Margalo,10000,3,1
756,Albertina,10000,2,0
757,Elie,10000,2,1
758,Laurene,10000,2,0
759,Janenna,10000,1,0
760,Darlleen,10000,5,1
761,Daphne,10000,3,0
762,Tybie,10000,5,1
763,Lelah,10000,4,1
764,Cordi,10000,4,1
765,Merrie,10000,2,1
766,Catrina,10000,4,1
767,Elsie,10000,4,1
768,Carmencita,10000,4,1
769,Lelah,10000,5,0
770,Elsie,10000,4,0
771,Yolane,10000,2,1
772,Ezmeralda,10000,1,0
773,Marline,10000,4,0
774,Lanna,10000,3,1
775,Ann-Marie,10000,1,0
776,Evita,10000,4,1
777,Kylynn,10000,4,1
778,Jerry,10000,3,0
779,Cordi,10000,5,0
780,Romona,10000,4,0
781,Tobe,10000,3,1
782,Ofilia,10000,5,1
783,Betta,10000,4,1
784,Emilia,10000,2,1
785,Chere,10000,3,1
786,Clo,10000,2,1
787,Charlena,10000,3,1
788,Lila,10000,2,1
789,Nessie,10000,2,0
790,Dotty,10000,3,0
791,Daryl,10000,2,1
792,Daryl,10000,3,1
793,Brana,10000,4,0
794,Julieta,10000,5,1
795,Margette,10000,1,1
796,Lusa,10000,1,0
797,Amara,10000,2,1
798,Doro,10000,1,0
799,Benita,10000,1,1
800,Selia,10000,4,0
801,Jacquetta,10000,5,1
802,Selia,10000,1,1
803,Pollyanna,10000,5,1
804,Heddie,10000,2,0
805,Nyssa,10000,3,1
806,Margalo,10000,3,0
807,Petronia,10000,2,1
808,Larine,10000,2,1
809,Imojean,10000,5,0
810,Moyna,10000,3,0
811,Tori,10000,3,1
812,Nelle,10000,5,1
813,Corly,10000,5,1
814,Henriette,10000,1,0
815,Maurene,10000,1,1
816,Rebeca,10000,3,1
817,Elsie,10000,2,1
818,Rhea,10000,2,1
819,Sheree,10000,5,0
820,Therine,10000,2,1
821,Andeee,10000,3,0
822,Brynna,10000,3,0
823,Veda,10000,1,1
824,Feliza,10000,1,1
825,Leontine,10000,2,1
826,Kate,10000,5,1
827,Estell,10000,4,1
828,Roslyn,10000,3,0
829,Mary,10000,5,1
830,Moyna,10000,2,0
831,Eadie,10000,1,1
832,Tori,10000,1,1
833,Brooks,10000,1,0
834,Marika,10000,2,1
835,Luci,10000,5,1
836,Mildrid,10000,5,1
837,Codie,10000,3,1
838,Mallory,10000,4,0
839,Marguerite,10000,5,1
840,Wilma,10000,5,1
841,Nariko,10000,5,1
842,Marita,10000,2,0
843,Meg,10000,1,0
844,Bettine,10000,5,1
845,Tiffie,10000,1,1
846,Goldie,10000,3,1
847,Mariann,10000,1,0
848,Ezmeralda,10000,1,1
849,Lorie,10000,1,0
850,Janis,10000,5,1
851,Kamilah,10000,1,0
852,Myrtice,10000,3,0
853,Maurene,10000,2,0
854,Lynde,10000,2,1
855,Gisela,10000,3,0
856,Claresta,10000,2,0
857,Riannon,10000,1,0
858,Lily,10000,2,0
859,Mildrid,10000,1,0
860,Calla,10000,4,1
861,Kittie,10000,3,1
862,Berget,10000,2,1
863,Leanna,10000,2,0
864,Paola,10000,4,0
865,Fanchon,10000,4,0
866,Lynnea,10000,3,0
867,Bibby,10000,3,1
868,Quintina,10000,4,1
869,Gilda,10000,4,1
870,Jobi,10000,2,1
871,Cissiee,10000,2,0
872,Fanchon,10000,2,1
873,Mary,10000,5,1
874,Gabriellia,10000,1,1
875,Merci,10000,3,1
876,Riannon,10000,4,1
877,Tracey,10000,2,0
878,Ann-Marie,10000,4,1
879,Kerrin,10000,2,0
880,Dulce,10000,1,1
881,Christal,10000,1,1
882,Mureil,10000,2,1
883,Desirae,10000,1,0
884,Beatriz,10000,5,1
885,Chastity,10000,1,1
886,Lila,10000,4,0
889,Ermengarde,10000,4,1
890,Feliza,10000,1,0
891,Florie,10000,2,0
892,Gilda,10000,3,0
893,Catrina,10000,2,0
894,Brena,10000,3,0
895,Augustine,10000,5,0
896,Jobi,10000,4,0
897,Joane,10000,4,1
898,Lila,10000,5,0
899,Annora,10000,2,1
900,Marita,10000,2,1
901,Aurore,10000,3,0
902,Lory,10000,4,1
903,Audrie,10000,4,0
904,Linet,10000,3,1
905,Elena,10000,2,1
906,Robinia,10000,2,1
907,Jerry,10000,1,0
908,Nonnah,10000,5,0
909,Feliza,10000,4,0
910,Eugine,10000,1,0
911,Penelopa,10000,1,0
912,Melanie,10000,1,0
913,Hollie,10000,1,1
914,Jeanna,10000,5,0
915,Danny,10000,1,0
916,Alleen,10000,3,1
917,Carmela,10000,5,1
918,Kirstin,10000,1,1
919,Carly,10000,3,1
920,Adore,10000,2,1
921,Atlanta,10000,4,0
922,Tierney,10000,2,0
923,Daphne,10000,5,1
924,Maye,10000,5,1
925,Lulita,10000,1,1
926,Hollie,10000,3,0
927,Joelly,10000,1,1
928,Eugine,10000,2,1
929,Collen,10000,2,0
930,Addia,10000,1,0
931,Stevana,10000,4,1
932,Elbertina,10000,2,1
933,Adriana,10000,5,1
934,Augustine,10000,5,0
935,Vanessa,10000,1,1
936,Vita,10000,1,1
937,Ketti,10000,4,1
938,Juliane,10000,3,1
939,Roberta,10000,2,0
940,Sean,10000,4,0
941,Brianna,10000,4,1
942,Nyssa,10000,1,0
943,Vanessa,10000,1,0
944,Shauna,10000,3,0
945,Candi,10000,1,0
946,Agnese,10000,2,1
947,Helena,10000,2,1
948,Jessy,10000,2,1
949,Adele,10000,3,1
950,Libbie,10000,1,0
951,Mureil,10000,5,0
952,Stacey,10000,1,1
953,Laurene,10000,4,0
954,Iseabal,10000,2,0
955,Rivalee,10000,2,0
956,Rubie,10000,3,1
957,Elvira,10000,5,0
958,Dotty,10000,5,0
959,Morganica,10000,3,0
960,Kristina,10000,4,0
961,Leeanne,10000,2,0
962,Althea,10000,2,1
963,Perry,10000,3,0
964,Odessa,10000,4,0
965,Alyda,10000,2,0
966,Arlena,10000,1,0
967,Bettine,10000,1,1
968,Tabbatha,10000,5,0
969,Anestassia,10000,1,0
970,Aurore,10000,3,0
971,Charmaine,10000,1,1
972,Ayn,10000,4,0
973,Lyssa,10000,4,0
974,Teddie,10000,3,1
975,Annora,10000,5,1
976,Norine,10000,3,1
977,Adele,10000,1,1
978,Leanna,10000,2,0
979,Beverley,10000,5,0
980,Dione,10000,2,1
981,Abbie,10000,5,0
982,Benita,10000,1,1
983,Morganica,10000,5,1
984,Lucille,10000,4,1
985,Nadine,10000,2,0
986,Trudie,10000,2,1
987,Clo,10000,3,0
988,Dagmar,10000,3,0
989,Carly,10000,1,1
990,Quintina,10000,2,0
991,Daphne,10000,2,0
992,Brianna,10000,1,1
993,Clary,10000,2,1
994,Vita,10000,3,1
,,,,
